id,lat,lon
4,67.695865,24.144086
4,67.797938,24.797677
4,67.801863,24.808872
4,67.801863,24.808872
4,67.800636,24.81013
4,67.800636,24.81013
4,67.800636,24.81013
4,67.800636,24.81013
4,67.800555,24.81
4,67.799319,24.810044
4,67.796005,24.811352
4,67.796005,24.811352
4,67.796005,24.811352
4,67.5955,24.083319
0,0.0,0.0
0,60.390112,25.650157
0,60.390112,25.650157
0,60.406965,22.112045
0,60.139394,24.989719
0,60.14285,24.981763
0,60.147722,24.98773
0,59.82868,22.928831
0,59.863884,23.39566
0,60.184061,25.154736
0,60.233453,25.161985
0,60.156481,24.921734
0,60.17052,24.943063
0,60.168673,24.935081
0,60.256247,24.914291
0,60.23215,24.871522
0,60.380158,25.676111
0,60.38568,25.672552
0,60.1727,24.939222
0,60.416161,24.304139
0,59.567375,21.972655
0,60.172659,24.937562
0,60.172812,24.924148
0,60.173014,24.925253
0,60.182869,24.912121
0,60.169348,24.935939
0,60.169754,24.93507
0,60.169364,24.935896
0,60.158888,24.931388
0,60.14578,24.985397
0,60.119222,25.018925
0,60.238975,24.959538
0,60.239016,24.959513
0,60.172555,24.933096
0,60.176116,24.924344
0,60.243727,24.752141
0,60.207972,24.947958
0,60.16321,24.946593
0,60.168073,24.950026
0,59.97673,23.418731
0,60.175686,24.805366
0,60.174916,24.802636
0,60.174891,24.802666
0,60.1749,24.802683
0,60.174991,24.80278
0,60.175105,24.802988
0,60.176444,24.80218
0,60.176541,24.802169
0,60.163475,24.91058
0,60.49557,26.74231
0,60.16978,24.952055
0,60.169783,24.952086
0,60.169783,24.952086
0,60.169736,24.952141
0,60.16978,24.951283
0,60.16978,24.951283
0,60.16978,24.951283
0,60.169088,24.951255
0,60.169083,24.951236
0,60.169083,24.951236
0,60.169083,24.951236
0,60.169461,24.951752
0,60.559799,22.455925
0,60.168255,24.826038
0,60.251111,24.84395
0,60.244186,24.752847
0,59.77883,21.372013
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.167463,24.95495
0,60.229266,25.10113
0,59.863884,23.39566
0,60.175243,24.921777
0,60.18803,24.962997
0,60.188324,24.963394
0,60.232613,24.8729
0,60.421712,22.654151
0,60.17112,24.961431
0,60.292767,24.572639
0,60.154311,24.936904
0,60.164988,24.970464
0,60.187857,24.884676
0,60.179596,24.921401
0,60.172552,24.925599
0,60.168316,24.931797
0,60.18779,24.961634
0,60.175437,24.932141
0,60.1727,24.939222
0,60.169291,24.952944
0,60.169402,24.958758
0,60.169705,24.951333
0,60.1687,24.953519
0,60.169533,24.958783
0,60.168538,24.953602
0,60.169291,24.952944
