id,lat,lon
1,61.61333,21.507947
1,61.594669,21.462266
1,61.595027,21.462038
1,61.594708,21.462263
1,61.481947,23.753557
1,61.445532,24.904986
1,61.003255,24.471058
1,60.99582,25.493667
1,61.50936,23.76833
1,61.131965,21.509857
1,61.131965,21.509857
1,62.254779,25.714788
1,61.481136,21.797971
1,61.477638,21.786661
1,61.47728,21.78724
1,61.485056,21.794836
1,61.49031,21.799836
1,61.486326,21.79548
1,61.486008,21.795287
1,61.594669,21.462344
1,61.477854,21.788549
1,61.478991,21.791188
1,61.485056,21.794836
1,61.486008,21.795287
1,61.49031,21.799836
1,61.49031,21.799836
1,61.49031,21.799836
1,61.49031,21.799836
1,61.49031,21.799836
1,61.49031,21.799836
1,61.49031,21.799836
1,61.486326,21.79548
1,61.486326,21.79548
1,61.486326,21.79548
1,61.486367,21.79548
1,61.486182,21.795394
1,61.485527,21.795093
1,61.485517,21.79505
1,61.477874,21.788592
1,61.445419,24.905211
1,62.000501,25.675392
1,61.485394,21.794986
1,62.131533,25.668097
1,62.131619,25.668288
1,62.131616,25.668288
1,62.131602,25.668302
1,62.131552,25.668133
1,62.131527,25.668005
1,62.13153,25.668002
1,62.131527,25.668008
1,62.131525,25.668005
1,62.13153,25.667997
1,62.131544,25.667986
1,62.131544,25.667986
1,62.131544,25.668011
1,62.131536,25.668002
1,62.131577,25.667958
1,62.131575,25.667961
1,62.131552,25.668016
1,62.131561,25.667958
1,62.131561,25.667958
1,62.131561,25.667961
1,62.131794,25.66973
1,62.13053,25.668275
1,62.130461,25.668219
1,62.11213,25.667688
1,62.112086,25.668144
1,62.254779,25.714788
1,62.131666,25.669358
1,62.131666,25.669358
1,62.131666,25.669358
1,61.206955,25.122491
1,61.206944,25.122658
1,61.207027,25.122905
1,61.206916,25.123158
1,61.206719,25.124172
1,61.206047,25.122975
1,61.20695,25.122486
1,61.205972,25.123488
1,61.202941,25.116805
1,61.202997,25.116847
1,61.202866,25.116686
1,61.202738,25.117261
1,61.2027,25.116713
1,61.206188,25.120652
1,61.206322,25.120075
1,61.206369,25.120163
1,61.206322,25.120075
1,61.206258,25.120194
1,61.206213,25.12043
1,61.206397,25.120491
1,61.20635,25.12028
1,61.206225,25.120538
1,61.206252,25.1204
1,61.206397,25.12028
1,61.206275,25.120288
1,61.206316,25.120141
1,61.206413,25.120427
1,61.206286,25.120619
1,61.206286,25.120619
1,61.206344,25.120672
1,61.206347,25.1206
1,61.204716,25.12113
1,61.206322,25.120205
1,61.206322,25.120205
1,61.206322,25.120205
1,61.203577,25.121097
1,61.203802,25.122133
1,61.203802,25.122133
1,61.207025,25.122883
1,61.206325,25.120647
1,61.206325,25.120647
1,61.206325,25.120647
1,61.206422,25.120461
1,61.20643,25.120288
1,61.20643,25.120288
1,61.206327,25.120638
1,62.131563,25.667963
1,62.131563,25.667963
1,62.131647,25.66813
1,62.131644,25.668155
1,62.131647,25.668141
1,62.131658,25.668158
1,62.131655,25.668147
1,62.131677,25.668225
1,62.131577,25.667922
1,62.131555,25.667966
1,62.131558,25.66795
1,62.131777,25.669341
1,62.131872,25.66905
1,62.130902,25.669025
1,62.130902,25.669025
1,62.130902,25.669025
1,62.130902,25.669025
1,62.130902,25.669025
1,62.130902,25.669025
1,62.13178,25.669447
1,62.131697,25.669555
1,62.131702,25.670058
1,62.131663,25.669597
1,62.130588,25.668997
1,62.130611,25.667886
1,62.130513,25.668455
1,62.132436,25.670013
1,62.131697,25.669255
1,62.131697,25.669255
1,62.099833,25.772547
1,62.09078,25.75858
1,62.090675,25.758747
1,62.09103,25.758463
1,62.131008,25.668875
1,62.131008,25.668875
1,62.131008,25.668875
1,62.131008,25.668875
1,62.131008,25.668875
1,62.131897,25.66925
1,62.131758,25.669261
1,62.131758,25.669261
1,62.131758,25.669261
1,62.131758,25.669261
1,62.108522,25.688522
1,62.10835,25.688691
1,62.1083,25.688752
1,62.108305,25.688536
1,62.10828,25.68873
1,62.108352,25.688633
1,62.108355,25.688605
1,62.108391,25.688586
1,62.108286,25.688494
1,62.107577,25.688719
1,62.107497,25.68865
1,62.107536,25.688688
1,62.112241,25.666783
1,62.112241,25.666783
1,62.112277,25.667244
1,62.112136,25.667669
1,62.131725,25.668997
1,62.131725,25.668997
1,62.13173,25.669069
1,62.131772,25.669002
1,62.131747,25.669227
1,62.131747,25.669227
1,62.130902,25.66903
1,62.130902,25.66903
1,62.130902,25.66903
1,62.131525,25.669255
1,62.13168,25.6693
1,62.131677,25.669358
1,62.131819,25.669155
1,62.131577,25.669127
1,62.131577,25.669127
1,62.131588,25.668966
1,62.131588,25.668966
1,62.131588,25.668966
1,62.131588,25.668966
1,62.131588,25.668966
1,62.131588,25.668966
1,62.131588,25.668966
1,62.131558,25.668997
1,62.131558,25.668997
1,62.131558,25.668997
1,62.131638,25.668944
1,62.131638,25.668944
1,62.131602,25.668772
1,62.131602,25.668772
1,62.131572,25.6689
1,62.131247,25.668633
1,62.131352,25.668438
1,62.131252,25.668341
1,62.131811,25.669136
1,62.131586,25.669125
1,62.131661,25.669291
1,62.131452,25.668991
1,62.131447,25.669022
1,62.131666,25.669358
1,62.131608,25.669183
1,62.131608,25.669183
1,62.131608,25.669183
1,62.131655,25.669305
1,62.131655,25.669305
1,62.131861,25.669244
1,62.131861,25.669244
1,62.13173,25.669358
1,62.131736,25.669413
1,62.13173,25.669361
1,62.131861,25.669233
1,62.13175,25.669369
1,62.131525,25.668855
1,62.131497,25.668694
1,62.131497,25.668694
1,62.131525,25.668855
1,62.131525,25.668855
1,62.131547,25.668911
1,62.131922,25.669086
1,62.13165,25.669308
1,62.131469,25.668972
1,62.131427,25.6691
1,62.13165,25.668958
1,62.13165,25.668958
1,62.131533,25.6688
1,62.131577,25.669038
1,62.131408,25.669275
1,62.131294,25.669525
1,62.131766,25.669363
1,62.13138,25.669472
1,62.131305,25.669402
1,62.131305,25.669402
1,62.131305,25.669402
1,62.131313,25.669327
1,62.131408,25.669275
1,62.131405,25.669333
1,62.131405,25.669333
1,62.131488,25.669036
1,62.131669,25.66928
1,62.131488,25.669036
1,62.131563,25.669
1,62.131563,25.669
1,62.131563,25.669
1,62.131747,25.66935
1,62.131863,25.669125
1,62.131869,25.669052
1,61.206047,25.122975
1,61.206022,25.122933
1,61.206022,25.122933
1,61.206327,25.120241
1,61.206313,25.120177
1,61.206327,25.120241
1,61.206327,25.120241
1,61.206277,25.120636
1,61.206277,25.120636
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209341,25.126666
1,61.209333,25.126213
1,61.209325,25.126263
1,61.209263,25.126119
1,61.209302,25.126258
1,61.209394,25.126016
1,61.209269,25.126119
1,61.209366,25.125994
1,61.209366,25.125994
1,61.209263,25.126119
1,61.209263,25.126119
1,61.209369,25.125758
1,61.209202,25.126355
1,61.209202,25.126355
1,61.209258,25.126155
1,61.209258,25.126155
1,61.206397,25.12028
1,61.206275,25.120288
1,61.206316,25.120141
1,61.206413,25.120427
1,61.206286,25.120619
1,61.206286,25.120619
1,61.206344,25.120672
1,61.206347,25.1206
1,61.204716,25.12113
1,61.206322,25.120205
1,61.206322,25.120205
1,61.206322,25.120205
1,61.203577,25.121097
1,61.203802,25.122133
1,61.203802,25.122133
1,61.207025,25.122883
1,61.206325,25.120647
1,61.206325,25.120647
1,61.206325,25.120647
1,61.206422,25.120461
1,61.20643,25.120288
1,61.20643,25.120288
1,61.206327,25.120638
1,61.206327,25.120241
1,61.206313,25.120177
1,61.206327,25.120241
1,61.206327,25.120241
1,61.206277,25.120636
1,61.206277,25.120636
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209341,25.126666
1,61.209333,25.126213
1,61.209325,25.126263
1,61.209263,25.126119
1,61.209302,25.126258
1,61.209394,25.126016
1,61.209269,25.126119
1,61.209366,25.125994
1,61.209366,25.125994
1,61.209263,25.126119
1,61.209263,25.126119
1,61.209369,25.125758
1,61.209202,25.126355
1,61.209202,25.126355
1,61.209258,25.126155
1,61.209258,25.126155
1,61.206997,25.122486
1,61.206127,25.123233
1,61.206827,25.123097
1,61.209258,25.126119
1,61.209258,25.126119
1,61.209341,25.126666
1,61.209377,25.125705
1,61.209377,25.125705
1,61.209377,25.125705
1,61.209277,25.126113
1,61.209277,25.126113
1,61.209277,25.126113
1,61.209277,25.126113
1,61.209277,25.126113
1,61.209277,25.126113
1,61.209277,25.126113
1,61.209277,25.126113
1,61.209277,25.126113
1,61.209277,25.126113
1,61.209277,25.126113
1,61.209277,25.126113
1,61.209277,25.126113
1,61.209277,25.126113
1,61.209277,25.126113
1,61.209277,25.126113
1,61.209277,25.126113
1,61.209277,25.126113
1,61.209277,25.126113
1,61.204458,25.12203
1,61.206738,25.124213
1,61.206661,25.124075
1,61.206666,25.124127
1,61.206666,25.124127
1,61.206747,25.12423
1,61.206377,25.123591
1,61.206483,25.123822
1,61.206747,25.12423
1,61.206738,25.124211
1,61.206772,25.122716
1,61.20703,25.122547
1,61.206991,25.122566
1,61.206733,25.123586
1,61.206308,25.12028
1,61.209258,25.126119
1,61.209277,25.126113
1,61.206463,25.123758
1,61.206716,25.124188
1,61.206605,25.123925
1,61.206716,25.124108
1,61.206272,25.120566
1,61.206355,25.120302
1,61.20638,25.120677
1,61.206541,25.123947
1,61.202805,25.11678
1,61.206819,25.122772
1,61.206708,25.124127
1,61.206708,25.124127
1,61.206702,25.12415
1,61.206508,25.124116
1,61.20655,25.123941
1,61.205908,25.1235
1,61.205908,25.1235
1,61.206555,25.122888
1,61.206802,25.122825
1,61.206622,25.123919
1,61.206116,25.122952
1,61.206052,25.123469
1,61.206052,25.123469
1,61.206002,25.123569
1,61.206738,25.124197
1,61.206722,25.124186
1,61.206633,25.122858
1,61.206611,25.123775
1,61.206377,25.123597
1,61.206377,25.123597
1,61.206377,25.123597
1,61.206172,25.120605
1,61.206172,25.120625
1,61.206172,25.120625
1,61.206258,25.123416
1,61.206258,25.123416
1,61.205047,25.121016
1,61.204916,25.120911
1,61.206258,25.123338
1,61.206819,25.122675
1,61.206719,25.12418
1,61.206719,25.12418
1,61.206397,25.123697
1,61.206077,25.12308
